"","SRR1408848","SRR1408849","SRR1408850","SRR1408851","SRR1408852","SRR1408853","SRR1408854","SRR1408855"
"Gm40814",2,0,0,0,0,0,0,0
"Gm40820",0,5,0,0,0,0,0,0
"Gm40823",0,9,0,11,0,0,0,1
"Gm40826",1,9,0,1,0,5,0,3
"Gm40827",2,0,1,0,9,6,5,0
"Gm40831",0,0,0,0,2,0,0,0
"Gm40838",0,0,3,0,0,0,0,0
"Gm40841",177,148,131,82,146,109,88,133
"Gm40847",1,0,0,0,1,4,0,2
"Gm40853",1,0,0,0,0,0,0,0
"Gm40855",4,0,0,0,0,0,0,0
"Gm40860",2,0,5,0,5,0,0,0
"Gm40863",0,2,13,0,0,0,0,0
"Gm40880",0,8,0,0,0,0,0,0
"Gm40881",0,0,0,0,0,0,2,0
"Gm40884",0,0,0,0,7,0,0,0
"Gm40892",0,0,0,3,0,0,10,0
"Gm40893",0,0,0,2,0,0,0,0
"Gm40910",3,0,0,0,0,0,0,0
"Gm40913",0,0,0,0,1,6,0,0
"Gm40929",0,0,0,0,0,0,0,2
"Gm40935",16,0,14,8,4,14,0,2
"Gm40943",0,0,0,0,0,0,1,0
"Gm40946",0,2,0,0,0,0,0,0
"Gm40954",0,1,0,0,0,0,0,0
"Gm40959",0,8,0,0,0,3,0,0
"Gm40964",1,0,1,7,0,0,0,5
"Gm40981",0,0,3,0,0,0,0,0
"Gm40996",0,0,4,0,0,0,0,0
"Gm40999",0,0,0,0,0,0,0,1
"Gm41003",11,4,7,0,0,0,0,2
"Gm41005",0,0,0,0,0,1,0,0
"Gm41006",0,0,0,0,0,0,0,3
"Gm41008",0,0,0,0,0,0,0,1
"Gm41009",0,0,0,0,8,0,2,3
"Gm41011",1,6,4,4,3,16,2,2
"Gm41018",0,3,4,0,0,0,0,0
"Gm41020",0,0,0,0,0,0,0,1
"Gm41025",3,0,5,15,1,0,0,14
"Gm41029",157,105,198,95,65,80,124,104
"Gm41033",3,0,0,0,0,0,0,0
"Gm41036",2,0,0,0,0,3,5,3
"Gm41046",0,0,0,0,0,0,0,2
"Gm41054",6,0,0,0,0,1,0,0
"Gm41055",4,4,0,0,0,4,0,1
"Gm41056",0,0,0,0,2,0,0,0
"Gm41069",17,8,22,10,31,36,67,30
"Gm41071",0,1,0,5,0,0,0,1
"Gm41072",4,0,0,5,1,0,0,0
"Gm41075",0,0,2,0,0,0,0,0
"Gm41077",6,16,3,21,1,5,0,11
"Gm41096",2,0,10,0,0,0,5,0
"Gm41098",0,0,0,0,0,0,0,1
"Gm41106",0,1,0,0,0,0,0,0
"Gm41108",1,11,5,8,0,3,3,2
"Gm41111",2,0,0,0,0,7,2,5
"Gm41112",5,7,4,6,3,0,13,4
"Gm41113",0,0,0,1,0,0,0,0
"Gm41114",0,0,4,0,0,0,1,2
"Gm41121",1,0,0,0,0,0,0,0
"Gm41133",1,0,0,0,0,0,0,0
"Gm41145",0,4,0,0,0,2,3,0
"Gm41167",0,0,0,0,0,2,0,0
"Gm41168",7,7,1,0,0,5,0,6
"Gm4117",0,0,1,0,0,0,0,0
"Gm41172",0,0,0,0,3,0,0,0
"Gm41176",0,0,4,0,0,0,0,0
"Gm41181",4,0,0,14,5,0,0,0
"Gm41182",0,0,0,0,0,1,0,0
"Gm41183",0,0,0,0,0,0,2,5
"Gm41189",0,7,0,0,0,0,0,0
"Gm41190",0,0,0,0,0,0,0,1
"Gm41192",4,0,0,0,0,0,2,0
"Gm41204",0,0,4,0,0,0,0,0
"Gm41205",0,0,0,0,0,0,0,1
"Gm41217",3,0,0,0,0,0,0,0
"Gm4123",0,5,1,0,9,0,0,0
"Gm41231",0,0,5,1,4,0,0,0
"Gm41232",0,0,0,0,0,0,2,0
"Gm41247",3,0,0,0,0,0,2,0
"Gm41248",0,3,3,0,0,0,3,0
"Gm41249",0,0,6,0,0,0,0,0
"Gm41250",0,0,3,0,0,0,0,0
"Gm41252",0,0,0,0,0,14,0,0
"Gm41253",128,72,143,176,50,119,216,140
"Gm41254",0,0,4,0,0,0,0,0
"Gm41263",2,0,0,0,0,0,0,0
"Gm41265",2,2,0,0,0,0,0,0
"Gm41284",3,0,4,0,0,0,5,1
"Gm41285",20,16,4,3,6,8,6,2
"Gm41286",0,6,0,6,0,5,0,0
"Gm41291",16,14,6,1,0,11,20,2
"Gm41293",3,2,0,0,0,0,0,0
"Gm41297",5,7,0,0,0,0,3,3
"Gm41301",0,0,4,0,0,0,0,0
"Gm41304",0,0,3,10,3,0,20,5
"Gm41305",182,112,153,72,90,82,91,153
"Gm41308",0,2,0,1,0,0,0,0
"Gm4131",2,0,0,4,2,0,0,0
"Gm41313",1,0,4,0,0,0,0,0
"Gm41314",0,0,0,0,0,0,0,3
"Gm41320",2,0,0,0,0,0,0,0
"Gm41338",0,12,2,0,0,0,0,0
"Gm41340",0,1,0,5,0,3,2,5
"Gm41344",0,3,1,0,0,0,0,0
"Gm41348",1,0,0,0,0,3,0,3
"Gm41349",0,0,2,0,0,0,0,2
"Gm41350",0,0,7,0,1,4,0,1
"Gm41352",3,0,0,0,0,0,0,0
"Gm41353",0,0,0,1,0,0,0,0
"Gm41361",34,12,8,7,3,31,0,18
"Gm41362",0,0,0,0,0,0,0,3
"Gm41363",1,0,1,0,0,0,0,0
"Gm41368",0,3,4,0,0,0,0,0
"Gm41372",0,6,0,0,7,0,9,0
"Gm41393",0,0,0,0,8,0,14,0
"Gm41395",0,13,2,11,2,0,0,5
"Gm41396",2,10,1,0,9,0,4,5
"Gm41401",9,14,7,2,0,1,1,5
"Gm41402",0,0,0,0,0,8,0,0
"Gm41403",1,0,0,0,0,0,0,0
"Gm41408",15,21,9,12,2,10,18,26
"Gm41414",0,0,0,1,0,0,0,1
"Gm41420",0,0,0,0,0,0,2,0
"Gm41421",0,0,0,4,0,0,0,0
"Gm41431",3,0,0,0,0,0,5,0
"Gm41442",18,55,50,20,18,6,38,48
"Gm41448",16,0,16,0,13,21,0,8
"Gm41450",1,5,0,7,0,0,0,0
"Gm41453",0,0,5,0,6,0,0,0
"Gm41464",0,0,8,0,4,0,0,0
"Gm41477",4,0,0,0,0,0,0,0
"Gm41496",0,0,0,0,0,6,0,0
"Gm41501",0,0,5,0,0,0,13,0
"Gm41504",0,0,0,0,4,0,1,0
"Gm41507",0,0,0,1,1,0,0,0
"Gm41510",0,3,0,0,3,0,0,2
"Gm41516",0,0,2,0,0,0,0,0
"Gm41523",2,0,0,2,0,0,0,0
"Gm41525",0,0,2,0,0,5,2,1
"Gm41526",0,0,0,0,0,0,0,2
"Gm41541",0,0,0,0,0,0,6,0
"Gm41543",0,0,0,0,0,6,0,0
"Gm41553",0,4,0,0,1,0,7,0
"Gm41555",0,0,6,0,0,0,0,0
"Gm41556",5,2,0,0,0,0,0,2
"Gm41557",0,10,2,9,0,2,5,2
"Gm41559",6,18,3,3,0,10,3,1
"Gm41562",0,0,0,0,0,0,5,0
"Gm41568",0,6,15,0,15,5,10,6
"Gm41569",0,0,0,0,5,0,0,0
"Gm41588",0,0,0,0,2,0,1,0
"Gm41598",4,0,0,0,0,0,0,2
"Gm41603",4,4,2,0,5,4,5,2
"Gm41608",4,8,7,7,14,4,1,14
"Gm41609",0,0,0,0,0,0,0,1
"Gm41611",1,0,0,3,0,0,0,3
"Gm41635",24,7,16,11,11,14,9,14
"Gm41638",0,6,0,0,0,0,0,0
"Gm41640",0,0,0,2,0,0,0,2
"Gm41658",8,10,0,0,0,15,0,0
"Gm41662",24,40,11,10,26,0,22,28
"Gm41664",0,0,0,8,0,0,0,0
"Gm41668",0,0,0,0,0,0,0,2
"Gm41676",2,6,0,0,0,0,0,0
"Gm41677",1,0,0,0,0,0,0,0
"Gm41681",0,4,1,7,0,0,0,0
"Gm41686",0,1,0,0,0,0,0,0
"Gm41688",2,0,0,0,0,0,0,0
"Gm41696",0,5,0,0,0,0,0,0
"Gm41698",0,2,0,0,0,0,6,0
"Gm41701",4,19,0,0,0,11,4,7
"Gm41702",2,0,0,0,0,0,0,0
"Gm41703",0,4,0,0,0,0,0,0
"Gm41707",2,0,0,0,0,0,0,1
"Gm41708",0,0,0,1,0,0,0,0
"Gm41713",4,0,0,0,0,0,2,0
"Gm41729",0,6,0,0,0,0,0,3
"Gm41730",1,0,0,0,0,0,0,0
"Gm41734",0,0,0,4,0,0,0,0
"Gm41738",2,0,0,2,0,0,0,1
"Gm41741",5,10,16,49,8,30,12,5
"Gm41744",0,0,0,0,0,2,0,0
"Gm41748",0,0,0,0,0,4,0,0
"Gm41751",0,0,0,0,0,0,0,1
"Gm41756",1,0,0,10,0,0,1,0
"Gm41774",4,2,0,0,0,0,0,0
"Gm41795",25,16,8,11,20,3,25,16
"Gm41804",2,0,2,0,2,6,4,0
"Gm41812",0,0,0,0,0,8,0,0
"Gm41816",0,0,8,0,0,0,0,2
"Gm41821",1,0,0,0,0,4,0,0
"Gm41829",35,23,9,5,23,26,2,15
"Gm41835",0,0,2,0,0,0,0,1
"Gm41836",0,0,0,2,0,0,0,0
"Gm41846",4,0,2,1,6,0,1,7
"Gm41848",21,52,36,30,21,14,35,13
"Gm41849",2,0,0,0,0,0,0,0
"Gm41851",0,0,1,0,0,0,0,0
"Gm41856",0,0,4,0,1,0,0,0
"Gm41857",0,0,5,0,0,0,0,0
"Gm41858",0,5,0,0,4,0,0,5
"Gm41861",31,46,49,10,14,13,14,38
"Gm41876",0,2,0,0,0,0,0,0
"Gm41877",0,0,0,0,0,0,3,0
"Gm41881",0,0,0,13,0,9,0,0
"Gm41882",2,0,0,0,0,0,0,0
"Gm41892",4,10,0,0,0,14,6,0
"Gm41901",0,0,0,0,0,0,0,2
"Gm41902",0,0,0,0,0,0,0,1
"Gm41907",0,0,0,0,0,0,0,3
"Gm41914",0,0,0,0,0,0,1,0
"Gm41915",3,14,3,0,0,0,0,0
"Gm41920",0,2,0,0,9,0,0,0
"Gm41925",1,0,3,0,0,0,0,0
"Gm41926",0,0,0,0,0,4,0,0
"Gm41927",3,0,0,0,0,0,0,0
"Gm41940",0,0,0,0,0,0,1,0
"Gm41949",0,10,0,0,0,0,0,3
"Gm41950",0,5,0,0,0,0,0,0
"Gm41954",0,0,0,0,4,0,0,0
"Gm41958",3,0,5,2,0,4,1,1
"Gm41959",0,0,0,0,0,0,0,6
"Gm41980",7,0,0,0,0,0,0,5
"Gm4199",8,10,5,23,16,15,23,14
"Gm41993",0,0,4,0,4,0,9,0
"Gm42005",1,0,0,2,0,0,0,0
"Gm42007",1,0,2,3,0,0,0,0
"Gm42008",6,12,0,0,0,0,0,6
"Gm42020",5,4,3,9,2,6,8,3
"Gm42029",0,0,3,0,0,3,0,0
"Gm4203",0,0,1,0,0,0,0,0
"Gm42031",0,1,0,0,0,0,0,1
"Gm42037",0,0,0,0,0,7,0,0
"Gm42041",0,0,3,0,0,0,10,0
"Gm42056",7,5,7,8,0,8,3,3
"Gm42067",2,6,4,0,0,15,0,0
"Gm42071",0,0,0,0,0,0,0,3
"Gm4208",0,0,0,0,4,0,0,0
"Gm42081",0,0,9,0,0,0,0,0
"Gm42085",0,0,0,0,0,0,0,1
"Gm42090",2,0,0,0,0,0,0,0
"Gm42093",2,0,0,3,0,0,0,0
"Gm42094",0,0,0,0,0,0,0,1
"Gm4211",5,7,6,3,8,9,10,7
"Gm42111",0,0,0,0,0,0,0,1
"Gm42114",0,0,3,0,2,0,0,0
"Gm42121",0,0,0,0,0,4,0,1
"Gm42127",8,9,16,0,10,6,0,7
"Gm42134",2,0,0,10,0,0,0,1
"Gm42139",0,0,0,0,2,0,0,2
"Gm42144",2,0,0,0,0,0,0,0
"Gm42147",2,0,0,0,0,0,0,0
"Gm42149",5,0,10,7,3,0,1,5
"Gm42150",0,10,0,0,0,2,0,0
"Gm42151",9,1,2,1,7,0,0,2
"Gm42154",5,0,10,0,13,0,3,1
"Gm42163",0,10,0,0,0,0,0,0
"Gm42187",10,11,7,19,5,15,16,6
"Gm42189",27,32,11,7,11,21,9,3
"Gm42196",11,0,6,0,2,0,0,2
"Gm42197",3,0,0,0,0,0,8,6
"Gm4221",14,12,24,20,5,16,5,9
"Gm42211",0,0,0,0,3,0,0,0
"Gm42223",0,0,3,0,0,0,0,1
"Gm42225",0,0,0,0,3,0,5,4
"Gm42226",0,0,1,0,0,0,1,4
"Gm42237",0,0,0,0,0,0,3,0
"Gm42257",0,0,1,4,0,0,0,0
"Gm42266",1,0,0,0,2,0,0,0
"Gm42269",3,0,0,0,0,0,0,1
"Gm42274",33,17,18,27,48,47,43,20
"Gm42281",0,0,1,0,0,0,0,0
"Gm42284",3,0,8,1,0,6,2,0
"Gm42291",0,0,0,0,5,0,0,0
"Gm42296",0,4,0,0,0,0,0,0
"Gm42297",4,0,1,9,0,0,0,4
"Gm42302",0,0,0,0,5,0,0,0
"Gm42303",17,13,16,4,3,12,1,10
"Gm42306",0,0,0,5,0,0,0,0
"Gm42307",0,0,0,0,5,0,0,2
"Gm42324",0,0,0,0,2,0,0,0
"Gm42329",0,0,0,5,0,0,0,0
"Gm42337",0,0,0,0,0,0,5,0
"Gm42338",0,2,0,0,0,0,0,0
"Gm42339",0,4,5,0,2,0,0,3
"Gm42344",0,0,6,0,0,0,0,0
"Gm42359",6,0,14,34,6,12,19,18
"Gm42363",8,14,0,0,6,0,2,1
"Gm42365",0,0,0,1,0,0,0,4
"Gm42369",0,0,2,0,0,0,0,0
"Gm42372",1711,1768,1551,1609,1808,1534,1765,1676
"Gm42377",0,0,0,0,0,6,0,0
"Gm42395",0,0,0,0,0,0,1,0
"Gm42406",2,0,0,0,0,0,0,0
"Gm42456",13,4,11,8,0,1,0,6
"Gm42517",514,382,538,472,412,572,389,325
"Gm42529",0,0,0,4,0,2,0,0
"Gm4258",1,6,5,0,2,0,0,6
"Gm42788",0,5,0,0,0,0,0,0
"Gm42808",5,6,5,17,6,8,8,8
"Gm4285",45,31,72,77,54,56,17,89
"Gm42875",0,0,0,0,2,0,0,2
"Gm4319",0,0,0,7,4,7,0,1
"Gm43305",2,0,5,0,2,0,0,6
"Gm43380",33,48,35,18,11,13,29,25
"Gm4349",3,7,1,4,3,2,0,6
"Gm43560",0,0,0,0,0,1,0,0
"Gm43568",0,0,0,0,0,0,0,1
"Gm43653",2,0,0,0,5,0,0,0
"Gm4371",0,0,4,0,5,0,1,5
"Gm43868",4,0,0,0,11,0,0,0
"Gm43915",0,0,1,0,0,0,0,0
"Gm44026",0,3,0,0,0,0,0,0
"Gm44040",5,0,0,0,0,0,0,0
"Gm44140",0,1,0,0,0,0,0,0
"Gm4419",9,6,12,8,20,2,5,10
"Gm44240",5,10,0,0,14,0,0,13
"Gm4432",0,0,4,0,0,0,0,0
"Gm4450",0,0,0,0,0,2,0,0
"Gm44504",0,0,0,0,0,0,1,0
"Gm44507",0,0,0,2,0,0,0,0
"Gm44700",3,6,10,21,2,11,10,19
"Gm4473",1,0,2,0,0,8,0,0
"Gm44764",5,7,7,22,0,0,3,3
"Gm44812",0,0,0,0,0,11,0,0
"Gm44851",0,0,0,0,2,0,1,0
"Gm44867",0,0,4,0,0,0,0,0
"Gm4491",4,0,0,3,0,0,0,0
"Gm45095",11,22,9,10,10,1,20,9
"Gm45231",0,0,0,3,0,0,0,0
"Gm4532",0,0,0,0,0,0,0,1
"Gm4544",24,11,15,18,20,32,3,43
"Gm45470",3,3,2,0,14,0,4,2
"Gm45609",1,7,0,0,0,0,0,0
"Gm45623",78,29,89,37,42,26,50,37
"Gm45645",4,0,2,12,9,5,0,5
"Gm45650",0,0,4,7,0,0,0,0
"Gm45750",0,0,1,0,0,1,0,0
"Gm4577",0,1,0,0,0,0,0,0
"Gm45855",0,0,1,0,0,0,0,0
"Gm45871",30,49,43,38,35,37,53,36
"Gm45904",25,46,29,14,12,12,30,40
"Gm45924",0,2,10,0,9,0,0,1
"Gm45946",0,7,0,0,0,10,6,2
"Gm45949",8,8,0,0,3,0,0,2
"Gm45952",0,7,0,0,7,3,0,0
"Gm45971",2,0,0,0,0,0,0,0
"Gm45972",1,2,0,1,2,0,0,2
"Gm4598",0,0,0,0,0,0,3,2
"Gm45983",0,0,0,0,0,0,0,2
"Gm45986",0,0,0,0,0,7,0,0
"Gm45992",2,0,0,0,0,0,0,0
"Gm45994",8,10,25,34,0,14,0,2
"Gm45998",0,0,22,4,0,5,0,1
"Gm46015",0,0,0,0,0,0,10,0
"Gm46027",0,0,0,0,0,0,3,0
"Gm46032",0,0,2,0,0,0,0,4
"Gm46033",0,6,0,0,0,0,1,2
"Gm46036",0,0,0,0,0,0,0,3
"Gm46038",2,0,2,0,2,0,0,0
"Gm46043",16,0,12,3,0,18,0,5
"Gm46044",1,0,0,0,0,0,0,0
"Gm46055",2,0,0,0,0,0,0,0
"Gm46056",12,8,8,1,8,8,4,5
"Gm46058",0,0,0,0,0,13,0,0
"Gm46059",0,10,7,1,4,2,0,0
"Gm46060",0,0,0,0,0,0,9,2
"Gm46065",1,3,4,1,2,0,4,2
"Gm46072",1,0,0,0,5,0,0,2
"Gm46085",1,7,10,0,7,0,7,0
"Gm46086",1,0,5,0,2,1,16,9
"Gm46091",39,4,44,26,36,30,29,37
"Gm46093",11,9,2,2,1,14,33,9
"Gm46095",3,0,2,2,0,0,2,4
"Gm46098",0,0,4,0,0,0,0,1
"Gm46102",0,0,0,0,0,0,0,4
"Gm46107",0,0,0,0,3,0,0,0
"Gm46110",0,0,4,0,0,0,0,1
"Gm46113",1,16,21,1,9,2,0,6
"Gm46116",4,0,0,0,4,0,2,0
"Gm46119",0,5,0,0,0,1,0,0
"Gm46122",0,6,1,0,0,0,0,0
"Gm46130",0,11,0,0,6,0,0,0
"Gm46133",0,0,1,0,0,0,0,2
"Gm46137",3,0,5,9,2,0,19,1
"Gm46139",3,1,1,2,0,14,3,2
"Gm46142",0,3,0,0,0,0,5,0
"Gm46147",0,0,0,0,0,0,0,2
"Gm46152",0,9,0,0,0,0,0,0
"Gm46155",2,0,11,0,0,0,11,3
"Gm46162",23,9,14,28,14,27,12,29
"Gm46165",0,0,6,0,0,0,0,0
"Gm46171",3,0,0,7,0,0,6,2
"Gm46172",1,2,0,0,0,2,0,0
"Gm46174",24,34,18,19,19,36,2,17
"Gm46178",13,11,16,31,2,9,37,10
"Gm46195",5,22,16,2,13,7,7,10
"Gm46202",0,0,0,1,0,0,0,2
"Gm46204",1,0,0,0,0,4,0,0
"Gm46206",0,0,0,0,0,0,0,2
"Gm46210",16,13,12,0,4,5,8,9
"Gm46218",8,3,0,0,0,10,0,0
"Gm46220",0,0,0,2,1,0,0,0
"Gm46224",0,0,0,7,0,0,0,0
"Gm46226",11,5,5,3,5,10,9,6
"Gm46242",0,0,0,0,0,0,0,1
"Gm46254",0,1,0,0,0,0,0,0
"Gm46261",6,0,3,3,0,0,0,2
"Gm46266",3,14,3,4,28,12,4,3
"Gm46268",0,4,0,0,0,0,0,0
"Gm46270",1,5,0,0,0,0,0,2
"Gm46272",57,53,36,23,35,4,43,36
"Gm46274",4,5,0,0,6,0,0,3
"Gm46275",0,0,0,0,0,0,1,0
"Gm46277",0,4,3,2,2,0,4,1
"Gm46284",0,14,6,0,5,0,11,14
"Gm46286",0,0,2,0,0,0,0,0
"Gm46289",3,1,0,0,1,2,0,3
"Gm46295",0,0,2,0,4,0,0,0
"Gm46303",0,6,0,0,0,0,0,0
"Gm46305",0,0,0,1,0,0,0,2
"Gm4631",0,1,3,0,0,0,0,1
"Gm46319",0,0,0,0,0,0,0,1
"Gm4632",5,0,0,0,0,0,0,0
"Gm46334",0,0,0,14,1,0,0,0
"Gm46335",0,0,0,0,0,0,0,1
"Gm46336",0,0,2,0,4,0,0,0
"Gm46346",0,0,5,0,0,0,0,0
"Gm46357",0,0,0,0,0,0,2,0
"Gm46358",0,0,0,2,0,0,0,6
"Gm46363",4,1,0,0,0,0,0,0
"Gm46367",1,9,8,0,0,10,0,5
"Gm46371",0,0,0,0,0,0,0,1
"Gm46373",0,5,0,0,0,0,0,0
"Gm46374",0,0,6,0,0,0,0,0
"Gm46383",2,0,0,0,0,0,0,0
"Gm46392",2,0,0,0,0,5,0,1
"Gm46404",17,27,21,3,21,9,32,17
"Gm46405",5,11,5,3,28,7,11,3
"Gm46410",6,0,3,0,7,0,4,3
"Gm46416",1,0,2,0,0,0,1,0
"Gm46422",5,0,0,0,0,0,0,0
"Gm46430",26,23,44,13,14,39,39,26
"Gm46437",0,6,0,0,0,0,0,0
"Gm46444",0,0,0,7,0,0,0,2
"Gm46455",0,0,0,5,0,0,0,6
"Gm46481",0,0,1,0,0,0,0,0
"Gm46488",0,0,0,0,2,0,0,0
"Gm46490",0,0,0,5,0,0,0,0
"Gm46514",0,8,0,0,11,0,0,0
"Gm46517",0,0,2,0,0,0,5,0
"Gm46519",0,0,0,0,0,0,3,0
"Gm46526",8,1,1,0,4,0,2,1
"Gm46533",16,30,21,26,15,46,33,38
"Gm46535",0,0,0,0,2,0,0,3
"Gm46538",1,4,4,0,1,7,0,1
"Gm46546",1,0,2,0,3,1,0,1
"Gm46548",0,0,1,0,0,0,0,6
"Gm46551",0,0,0,0,3,0,0,0
"Gm46554",0,0,0,0,0,0,11,0
"Gm46555",5,0,0,6,6,0,0,1
"Gm46557",0,0,0,0,0,0,0,2
"Gm46558",2,1,0,0,0,0,0,2
"Gm46567",0,0,1,0,0,0,0,4
"Gm4657",0,5,8,18,0,0,21,4
"Gm46571",0,0,0,0,2,0,0,0
"Gm46581",1,2,0,0,1,0,0,0
"Gm46582",0,0,0,4,0,0,0,0
"Gm46585",0,0,0,0,0,0,0,3
"Gm46587",0,0,10,0,0,0,0,0
"Gm46589",0,0,0,5,0,0,0,0
"Gm46590",0,0,4,0,0,6,0,1
"Gm46591",9,3,2,0,0,1,0,0
"Gm46592",0,7,18,0,4,0,0,0
"Gm46594",9,30,9,33,0,13,3,11
"Gm46603",0,0,0,0,0,0,0,1
"Gm46604",0,0,4,0,1,3,1,0
"Gm46608",0,0,6,0,0,8,0,0
"Gm46616",0,0,1,0,0,0,0,1
"Gm46617",0,0,0,8,0,0,0,0
"Gm46623",0,0,7,0,0,0,0,0
"Gm46626",5,0,0,0,0,0,0,0
"Gm46629",1,9,0,3,0,6,2,6
"Gm46633",3,4,12,5,5,28,5,16
"Gm46637",4,20,10,19,0,0,4,13
"Gm46638",6,0,0,6,2,8,5,0
"Gm46645",0,0,3,0,0,0,0,0
"Gm46652",6,34,14,9,18,29,20,28
"Gm46653",0,0,0,0,0,0,0,2
"Gm46655",27,19,12,12,8,21,8,10
"Gm46659",4,0,2,0,7,0,0,0
"Gm46660",4,0,2,0,4,0,0,0
"Gm46662",2,0,4,0,7,0,0,0
"Gm46665",0,0,0,0,4,0,0,0
"Gm46679",0,3,0,0,0,0,2,0
"Gm46721",0,0,4,0,0,0,0,0
"Gm46722",1,0,0,0,0,0,0,0
"Gm46725",0,0,0,0,3,0,0,3
"Gm46735",31,37,23,3,11,47,10,24
"Gm46736",0,0,9,10,0,11,4,12
"Gm46740",3,0,0,0,0,0,0,0
"Gm46741",1,0,1,0,0,0,0,1
"Gm4675",4,12,11,2,2,12,0,0
"Gm46752",0,0,14,0,0,4,0,1
"Gm46755",0,4,0,0,0,0,0,0
"Gm46758",0,0,2,0,4,0,0,0
"Gm46759",0,6,3,4,0,0,0,0
"Gm46760",2,0,0,0,0,0,0,0
"Gm46764",0,1,0,0,0,0,0,0
"Gm46766",0,0,0,8,0,0,0,0
"Gm46767",0,11,0,0,0,0,4,6
"Gm46768",11,8,1,5,4,2,0,0
"Gm46772",0,0,0,0,0,0,1,0
"Gm46773",6,1,4,7,0,11,4,8
"Gm46774",1,0,6,1,3,0,0,0
"Gm46775",0,1,3,0,0,0,0,0
"Gm46777",9,3,6,4,8,0,0,13
"Gm46782",0,0,2,0,0,7,0,0
"Gm46786",4,0,0,0,0,2,0,0
"Gm46803",0,0,0,4,0,1,0,0
"Gm46805",25,49,6,10,33,30,82,87
"Gm46806",0,0,0,0,0,0,0,1
"Gm46809",3,0,0,0,0,0,0,0
"Gm4681",0,0,0,0,7,0,0,6
"Gm46815",0,0,0,0,0,1,0,0
"Gm46816",3,0,0,0,0,0,0,0
"Gm46818",0,0,3,0,0,0,0,0
"Gm46821",0,0,0,0,0,0,0,2
"Gm46823",0,0,0,4,0,0,0,0
"Gm46825",0,0,0,0,5,0,0,1
"Gm46828",9,0,0,0,0,0,0,0
"Gm46829",0,0,0,0,0,6,0,3
"Gm46830",0,9,0,0,0,0,0,20
"Gm46839",11,0,3,0,6,0,0,3
"Gm46840",1,0,0,0,1,1,0,0
"Gm46841",0,0,0,0,1,0,0,0
"Gm46843",0,0,5,3,9,1,0,0
"Gm46844",0,0,0,0,0,0,0,2
"Gm46845",2,1,0,19,0,0,0,0
"Gm46847",0,0,6,0,7,0,0,0
"Gm46848",0,0,2,0,0,0,3,0
"Gm46850",0,0,0,0,0,0,3,0
"Gm46853",12,17,18,43,65,57,6,42
"Gm46869",0,0,1,0,2,6,0,9
"Gm46871",5,0,0,0,1,0,0,0
"Gm46872",9,0,2,1,0,7,6,3
"Gm46874",0,12,0,0,0,0,0,0
"Gm46878",9,15,6,10,5,14,12,11
"Gm46882",6,5,11,37,17,15,40,20
"Gm46891",16,10,32,22,13,53,44,24
"Gm46893",0,0,8,0,0,0,0,0
"Gm46900",0,0,0,0,0,0,1,0
"Gm46901",18,33,22,23,16,13,28,9
"Gm46903",0,0,0,1,4,0,0,0
"Gm46907",0,0,0,0,2,0,0,0
"Gm46914",0,4,0,0,0,0,0,0
"Gm46916",3,3,6,0,0,0,0,2
"Gm46922",0,0,0,0,0,3,0,0
"Gm46928",0,6,0,3,0,0,0,0
"Gm46933",0,0,6,0,0,4,2,0
"Gm46949",0,7,1,0,0,0,0,0
"Gm46962",2,0,0,0,0,0,0,0
"Gm46965",4,0,0,3,2,0,2,1
"Gm46966",6,0,0,0,0,0,0,0
"Gm46967",5,0,2,0,0,0,0,3
"Gm46972",0,14,0,0,0,5,0,0
"Gm46976",1,0,0,0,0,0,0,0
"Gm4701",0,0,0,0,0,1,0,0
"Gm4724",1,1,2,3,0,0,6,4
"Gm4737",7,11,6,5,0,13,4,0
"Gm47415",12,0,11,13,0,13,7,17
"Gm4750",22,42,31,17,19,45,10,13
"Gm47629",0,6,0,0,0,0,0,0
"Gm47655",8,0,3,4,0,0,0,1
"Gm4767",1,0,0,0,0,0,0,0
"Gm47679",0,0,2,0,0,0,0,1
"Gm4779",0,0,5,0,0,0,0,0
"Gm47814",77,39,90,56,58,126,68,77
"Gm4787",0,0,1,6,0,0,10,2
"Gm4788",5,0,3,2,1,6,1,2
"Gm4793",8,0,0,0,0,0,0,0
"Gm4796",0,0,0,0,0,2,0,0
"Gm4814",0,0,0,2,0,0,0,0
"Gm48175",0,0,0,0,0,0,2,0
"Gm48249",0,0,0,0,0,0,3,0
"Gm4827",0,6,5,0,0,0,0,0
"Gm4832",0,6,0,0,0,1,0,1
"Gm48350",0,7,5,6,2,2,4,4
"Gm4847",5,0,0,0,0,0,0,0
"Gm48606",0,0,8,0,0,2,4,0
"Gm4876",0,6,19,67,9,24,6,7
"Gm48826",1,0,0,0,0,0,0,0
"Gm48837",0,10,0,0,0,0,0,0
"Gm48893",5,11,1,2,0,4,3,9
"Gm4890",0,0,4,1,1,0,0,1
"Gm48908",0,0,0,8,0,0,0,2
"Gm48952",1,0,0,0,0,0,0,0
"Gm48957",65,88,104,68,87,40,94,56
"Gm49085",0,0,0,10,0,0,0,0
"Gm49208",6,16,2,4,0,5,8,5
"Gm4922",0,0,0,0,0,0,0,1
"Gm4924",77,81,117,105,123,133,106,133
"Gm4925",0,4,6,4,3,6,4,2
"Gm4926",2,0,0,0,0,0,0,0
